Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-09-03T18:37:12.216Z","pro-free-trial","gpt-5-high","No","0","153","52224","2759","55136","Included"
"2025-09-03T18:37:03.038Z","Errored, Not Charged","gpt-5-high","No","0","0","0","0","0","Included"
"2025-09-03T18:37:01.925Z","Aborted, Not Charged","gpt-5-high","No","0","0","0","0","0","Included"
"2025-09-03T18:36:16.149Z","Errored, Not Charged","gpt-5-high","No","0","2227","48896","1256","52379","Included"
"2025-09-03T18:34:51.721Z","pro-free-trial","gpt-5-high","No","0","1407","47616","2542","51565","Included"
"2025-09-03T18:31:27.743Z","pro-free-trial","auto","No","55037","0","1282751","3488","1341276","Included"
"2025-09-03T18:28:50.706Z","pro-free-trial","gpt-5-high","No","0","7846","127232","6551","141629","Included"
"2025-09-03T18:26:00.429Z","pro-free-trial","gpt-5-high","No","0","480","39552","2293","42325","Included"
"2025-09-03T18:23:44.893Z","pro-free-trial","gpt-5-high","No","0","1765","37888","1962","41615","Included"
"2025-09-03T18:21:25.383Z","pro-free-trial","gpt-5-high","No","0","627","75136","6007","81770","Included"
"2025-09-03T18:20:35.250Z","Errored, Not Charged","gpt-5-high","No","0","0","0","0","0","Included"
"2025-09-03T18:17:53.564Z","pro-free-trial","auto","No","130417","76640","75238","4648","286943","Included"
"2025-09-03T18:15:32.940Z","pro-free-trial","gpt-5-high","No","0","21290","47744","5737","74771","Included"
"2025-09-03T18:11:55.133Z","pro-free-trial","gemini-2.5-pro","No","0","6581","29028","731","36340","Included"
"2025-09-03T18:11:26.318Z","pro-free-trial","gemini-2.5-pro","No","0","1012","4051","50","5113","Included"
"2025-09-03T17:59:53.344Z","pro-free-trial","gpt-5-high","No","0","166704","1848704","7500","2022908","Included"
"2025-09-03T17:58:48.419Z","pro-free-trial","gemini-2.5-pro","No","0","26409","105638","170","132217","Included"
"2025-09-03T17:36:53.762Z","pro-free-trial","gemini-2.5-pro","No","0","7027","124536","474","132037","Included"
"2025-09-03T17:34:59.470Z","pro-free-trial","gemini-2.5-pro","No","0","25460","101841","451","127752","Included"
"2025-09-03T17:34:53.430Z","pro-free-trial","auto","No","185251","0","1206603","2132","1393986","Included"
"2025-09-03T17:18:34.252Z","pro-free-trial","gemini-2.5-pro","No","0","46817","187272","834","234923","Included"
"2025-09-03T17:15:17.692Z","pro-free-trial","gemini-2.5-pro","No","0","11982","104885","532","117399","Included"
"2025-09-03T17:13:08.024Z","pro-free-trial","gemini-2.5-pro","No","0","47508","785678","1199","834385","Included"
"2025-09-03T17:09:42.013Z","pro-free-trial","auto","No","14410","0","1756198","1844","1772452","Included"
"2025-09-03T17:08:12.067Z","pro-free-trial","auto","No","11658","0","69961","515","82134","Included"
"2025-09-03T17:02:56.944Z","pro-free-trial","gemini-2.5-pro","No","0","5748","22996","65","28809","Included"
"2025-09-03T16:57:41.940Z","pro-free-trial","auto","No","11170","0","1199604","7221","1217995","Included"
"2025-09-03T16:57:12.594Z","pro-free-trial","gemini-2.5-pro","No","0","47136","300102","1235","348473","Included"
"2025-09-03T16:53:35.286Z","Errored, Not Charged","auto","No","62592","0","3662629","8407","3733628","Included"
"2025-09-03T16:53:17.932Z","pro-free-trial","gpt-5-high","No","0","131879","2214144","62093","2408116","Included"
"2025-09-03T16:53:03.300Z","pro-free-trial","gemini-2.5-pro","No","0","25843","181668","1945","209456","Included"
"2025-09-03T16:44:11.155Z","pro-free-trial","auto","No","868","0","17440","98","18406","Included"
"2025-09-03T16:43:58.444Z","pro-free-trial","gpt-5-high","No","0","12047","6400","275","18722","Included"
"2025-09-03T16:39:29.014Z","pro-free-trial","gemini-2.5-pro","No","0","996","3985","748","5729","Included"
"2025-09-03T16:38:21.641Z","pro-free-trial","gemini-2.5-pro","No","0","2902","11615","402","14919","Included"
"2025-09-03T16:36:58.567Z","pro-free-trial","auto","No","132","0","50220","30","50382","Included"
"2025-09-03T16:35:10.635Z","pro-free-trial","auto","No","43160","0","7061","42","50263","Included"
"2025-09-03T16:33:31.118Z","pro-free-trial","claude-4-sonnet-thinking","No","59756","109","0","267","60132","Included"
"2025-09-03T16:13:28.957Z","pro-free-trial","gpt-5-high","No","0","17272","587904","12588","617764","Included"
"2025-09-03T16:03:44.107Z","pro-free-trial","gpt-5-high","No","0","27252","261376","21696","310324","Included"
"2025-09-03T15:54:32.855Z","pro-free-trial","gemini-2.5-pro","No","0","4235","18182","175","22592","Included"
"2025-09-03T15:22:48.967Z","pro-free-trial","auto","No","8146","0","798739","1497","808382","Included"
"2025-09-03T15:19:46.404Z","Errored, Not Charged","auto","No","20145","0","892469","2280","914894","Included"
"2025-09-03T15:18:06.323Z","pro-free-trial","auto","No","15400","0","166864","1132","183396","Included"
"2025-09-03T14:17:44.862Z","pro-free-trial","auto","No","6305","0","523468","2886","532659","Included"
"2025-09-03T14:17:01.908Z","pro-free-trial","auto","No","2208","0","284686","678","287572","Included"
"2025-09-03T14:12:25.676Z","pro-free-trial","auto","No","1685","0","137812","647","140144","Included"
"2025-09-03T14:10:26.054Z","pro-free-trial","auto","No","2697","0","200019","1589","204305","Included"
"2025-09-03T14:08:22.932Z","pro-free-trial","auto","No","58826","0","571316","2272","632414","Included"
"2025-09-03T13:52:05.331Z","pro-free-trial","auto","No","11051","0","443523","4981","459555","Included"
"2025-09-03T13:48:14.576Z","pro-free-trial","auto","No","3381","999","200057","2029","206466","Included"
"2025-09-03T13:46:26.926Z","Errored, Not Charged","auto","No","39964","0","492001","2133","534098","Included"
"2025-09-03T13:25:55.683Z","pro-free-trial","auto","No","5846","0","70503","2159","78508","Included"
"2025-09-03T13:25:08.547Z","pro-free-trial","auto","No","7535","0","62450","1086","71071","Included"
"2025-09-03T13:24:36.254Z","pro-free-trial","auto","No","4203","0","57948","1797","63948","Included"
"2025-09-03T13:21:58.601Z","pro-free-trial","auto","No","13164","0","163808","2573","179545","Included"
"2025-09-03T13:18:32.877Z","Errored, Not Charged","auto","No","7309","0","137424","662","145395","Included"
"2025-09-03T13:14:08.720Z","Errored, Not Charged","auto","No","29920","0","484037","1808","515765","Included"
"2025-09-03T13:11:07.542Z","Errored, Not Charged","auto","No","7958","0","36872","5092","49922","Included"
"2025-09-03T13:09:30.600Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-03T13:08:09.615Z","pro-free-trial","auto","No","14734","0","421761","834","437329","Included"
"2025-09-03T13:07:22.632Z","Aborted, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-03T13:06:05.987Z","Errored, Not Charged","auto","No","10911","0","423724","1214","435849","Included"
"2025-09-03T13:05:21.028Z","pro-free-trial","auto","No","3244","0","51442","344","55030","Included"
"2025-09-03T13:02:23.163Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-03T13:01:11.299Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-03T12:56:53.792Z","pro-free-trial","auto","No","40271","0","2547584","7338","2595193","Included"
"2025-09-03T12:52:03.429Z","pro-free-trial","auto","No","88033","0","1931278","4933","2024244","Included"
"2025-09-03T12:49:19.999Z","pro-free-trial","auto","No","38401","0","2510303","4523","2553227","Included"
"2025-09-03T12:45:38.670Z","pro-free-trial","auto","No","84532","106455","1957812","13123","2161922","Included"
"2025-09-03T12:38:28.882Z","pro-free-trial","auto","No","266586","42457","4033646","20090","4362779","Included"
"2025-09-03T12:37:13.986Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-03T12:32:01.561Z","pro-free-trial","auto","No","260779","52","6402784","6801","6670416","Included"
"2025-09-03T12:25:53.133Z","Errored, Not Charged","auto","No","88541","0","2521695","4611","2614847","Included"
"2025-09-03T12:23:12.522Z","pro-free-trial","claude-4-sonnet","No","27968","212","1912344","3387","1943911","Included"
"2025-09-03T12:18:40.691Z","pro-free-trial","claude-4-sonnet","No","150835","1466","4482137","6604","4641042","Included"
"2025-09-03T12:13:00.534Z","pro-free-trial","claude-4-sonnet","No","113479","144","2622540","6930","2743093","Included"
"2025-09-03T12:12:49.689Z","Errored, Not Charged","gemini-2.5-pro","No","0","3911","15647","40","19598","Included"
"2025-09-03T12:07:15.040Z","pro-free-trial","gemini-2.5-pro","No","0","58173","332258","451","390882","Included"
"2025-09-03T12:02:23.293Z","pro-free-trial","gemini-2.5-pro","No","0","44036","644769","1054","689859","Included"
"2025-09-03T11:58:12.031Z","pro-free-trial","gemini-2.5-pro","No","0","69852","876809","1860","948521","Included"
"2025-09-03T11:46:12.763Z","pro-free-trial","gemini-2.5-pro","No","0","20600","82403","295","103298","Included"
"2025-09-03T11:45:32.940Z","pro-free-trial","gemini-2.5-pro","No","0","2125","44743","209","47077","Included"
"2025-09-03T11:45:29.213Z","pro-free-trial","gemini-2.5-pro","No","0","0","0","0","0","Included"
"2025-09-03T11:44:41.964Z","pro-free-trial","gemini-2.5-pro","No","0","4728","18915","801","24444","Included"
"2025-09-03T11:42:28.121Z","pro-free-trial","gemini-2.5-pro","No","0","5015","37506","4551","47072","Included"
"2025-09-03T11:41:34.285Z","Errored, Not Charged","gemini-2.5-pro","No","0","0","0","0","0","Included"
"2025-09-03T11:38:39.256Z","pro-free-trial","gemini-2.5-pro","No","0","5576","30506","457","36539","Included"
"2025-09-03T02:19:59.423Z","pro-free-trial","auto","No","2351","0","89294","596","92241","Included"
"2025-09-03T02:19:25.257Z","pro-free-trial","auto","No","3195","0","48171","362","51728","Included"
"2025-09-03T02:18:18.419Z","Errored, Not Charged","auto","No","6659","0","59468","392","66519","Included"
"2025-09-03T02:17:13.295Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-03T02:16:06.468Z","pro-free-trial","auto","No","3389","0","770949","674","775012","Included"
"2025-09-03T02:13:31.684Z","pro-free-trial","auto","No","1826","0","538348","592","540766","Included"
"2025-09-03T02:08:08.798Z","pro-free-trial","auto","No","1518","0","423929","564","426011","Included"
"2025-09-03T02:06:48.043Z","pro-free-trial","auto","No","2030","0","313498","430","315958","Included"
"2025-09-03T02:04:50.574Z","pro-free-trial","auto","No","1501","0","622019","601","624121","Included"
"2025-09-03T02:04:30.801Z","Errored, Not Charged","auto","No","1183","0","512792","427","514402","Included"
"2025-09-03T02:03:27.148Z","pro-free-trial","auto","No","3065","0","602912","1077","607054","Included"
"2025-09-03T02:00:32.034Z","pro-free-trial","auto","No","4640","0","291521","283","296444","Included"
"2025-09-03T01:59:05.602Z","pro-free-trial","auto","No","3935","0","670995","1490","676420","Included"
"2025-09-03T01:55:29.371Z","Errored, Not Charged","auto","No","5112","0","818981","509","824602","Included"
"2025-09-03T01:53:49.184Z","pro-free-trial","auto","No","1038","0","353600","404","355042","Included"
"2025-09-03T01:53:27.483Z","Errored, Not Charged","auto","No","949","0","174828","88","175865","Included"
"2025-09-03T01:50:26.402Z","pro-free-trial","auto","No","4052","0","1020579","1246","1025877","Included"
"2025-09-03T01:48:38.445Z","pro-free-trial","auto","No","627","0","165163","175","165965","Included"
"2025-09-03T01:47:35.093Z","pro-free-trial","auto","No","6113","0","234791","651","241555","Included"
"2025-09-03T01:45:57.607Z","Errored, Not Charged","auto","No","68874","0","233781","382","303037","Included"
"2025-09-03T01:40:57.139Z","pro-free-trial","auto","No","2543","0","425981","973","429497","Included"
"2025-09-03T01:36:54.244Z","pro-free-trial","auto","No","4624","0","471374","1920","477918","Included"
"2025-09-03T01:34:39.147Z","Errored, Not Charged","auto","No","3225","0","380433","753","384411","Included"
"2025-09-03T01:33:45.307Z","pro-free-trial","auto","No","4107","0","711865","1556","717528","Included"
"2025-09-03T01:32:52.350Z","pro-free-trial","auto","No","26484","0","422759","1290","450533","Included"
"2025-09-03T01:30:24.069Z","Errored, Not Charged","auto","No","5791","0","123666","384","129841","Included"
"2025-09-03T01:29:25.193Z","Errored, Not Charged","auto","No","21467","0","267265","1335","290067","Included"
"2025-09-03T01:27:15.113Z","pro-free-trial","auto","No","8492","0","1280158","1376","1290026","Included"
"2025-09-03T01:26:22.279Z","Errored, Not Charged","auto","No","5883","0","1196743","1485","1204111","Included"
"2025-09-03T01:24:11.826Z","pro-free-trial","auto","No","17741","0","1468510","2898","1489149","Included"
"2025-09-03T01:23:22.703Z","pro-free-trial","auto","No","2637","0","622684","630","625951","Included"
"2025-09-03T01:22:13.903Z","pro-free-trial","auto","No","752","0","152192","268","153212","Included"
"2025-09-03T01:21:32.449Z","pro-free-trial","auto","No","5802","0","369410","893","376105","Included"
"2025-09-03T01:21:14.512Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-03T01:16:42.967Z","Errored, Not Charged","auto","No","49343","0","124619","215","174177","Included"
"2025-09-03T01:11:08.344Z","pro-free-trial","auto","No","1390","0","180412","247","182049","Included"
"2025-09-03T01:09:43.511Z","pro-free-trial","auto","No","13991","0","1361661","1893","1377545","Included"
"2025-09-03T01:01:57.147Z","pro-free-trial","auto","No","820","0","75124","622","76566","Included"
"2025-09-03T01:00:47.977Z","pro-free-trial","auto","No","13731","0","269332","971","284034","Included"
"2025-09-03T00:57:27.043Z","pro-free-trial","auto","No","2995","0","417762","478","421235","Included"
"2025-09-03T00:57:09.078Z","Errored, Not Charged","auto","No","742","0","115762","123","116627","Included"
"2025-09-03T00:53:00.510Z","pro-free-trial","auto","No","13476","0","900188","5240","918904","Included"
"2025-09-03T00:51:34.103Z","pro-free-trial","auto","No","391","0","112566","123","113080","Included"
"2025-09-03T00:50:15.495Z","pro-free-trial","auto","No","36293","0","632256","6658","675207","Included"
"2025-09-03T00:47:42.903Z","pro-free-trial","auto","No","26713","0","565890","1159","593762","Included"
"2025-09-03T00:45:56.668Z","pro-free-trial","auto","No","3195","0","275470","1160","279825","Included"
"2025-09-03T00:45:41.396Z","Errored, Not Charged","auto","No","358","0","26075","86","26519","Included"
"2025-09-03T00:44:52.367Z","Errored, Not Charged","auto","No","694","0","75527","203","76424","Included"
"2025-09-03T00:43:39.909Z","Errored, Not Charged","auto","No","573","0","24332","0","24905","Included"
"2025-09-03T00:41:30.194Z","pro-free-trial","auto","No","3497","0","87558","848","91903","Included"
"2025-09-03T00:39:03.220Z","pro-free-trial","auto","No","13423","0","229124","912","243459","Included"
"2025-09-03T00:37:04.353Z","pro-free-trial","auto","No","1163","0","206854","53","208070","Included"
"2025-09-03T00:34:57.600Z","pro-free-trial","auto","No","18082","0","2200345","4562","2222989","Included"
"2025-09-03T00:30:41.906Z","pro-free-trial","auto","No","6653","0","904348","1772","912773","Included"
"2025-09-03T00:18:13.237Z","pro-free-trial","auto","No","72592","0","2406800","3544","2482936","Included"
"2025-09-03T00:17:21.715Z","pro-free-trial","auto","No","13284","0","133447","462","147193","Included"
"2025-09-03T00:14:19.072Z","pro-free-trial","auto","No","18925","0","1300931","1696","1321552","Included"
"2025-09-03T00:13:27.850Z","pro-free-trial","auto","No","5290","0","715825","850","721965","Included"
"2025-09-03T00:08:48.363Z","pro-free-trial","auto","No","79860","0","2677832","5888","2763580","Included"
"2025-09-02T23:59:05.224Z","pro-free-trial","auto","No","91745","98977","4245518","8213","4444453","Included"
"2025-09-02T23:57:38.375Z","pro-free-trial","auto","No","9001","0","1084113","862","1093976","Included"
"2025-09-02T23:54:02.450Z","pro-free-trial","auto","No","6433","0","1125610","1196","1133239","Included"
"2025-09-02T23:52:49.597Z","Errored, Not Charged","auto","No","6319","0","679983","496","686798","Included"
"2025-09-02T23:50:15.853Z","pro-free-trial","auto","No","9165","0","1818396","1704","1829265","Included"
"2025-09-02T23:45:56.493Z","pro-free-trial","auto","No","17406","0","1489663","2106","1509175","Included"
"2025-09-02T23:44:20.908Z","pro-free-trial","auto","No","17275","0","1248601","2286","1268162","Included"
"2025-09-02T23:41:52.925Z","pro-free-trial","auto","No","21413","0","732130","3268","756811","Included"
"2025-09-02T23:41:46.188Z","pro-free-trial","auto","No","0","0","0","0","0","Included"
"2025-09-02T23:40:37.520Z","pro-free-trial","auto","No","4081","0","138002","421","142504","Included"
"2025-09-02T23:39:25.571Z","Errored, Not Charged","auto","No","11185","105486","7116","4130","127917","Included"
"2025-09-02T23:37:47.538Z","pro-free-trial","gpt-5","No","0","7137","362880","1929","371946","Included"
"2025-09-02T23:36:17.791Z","pro-free-trial","gpt-5","No","0","12241","458112","2029","472382","Included"
"2025-09-02T23:35:03.097Z","pro-free-trial","gpt-5","No","0","3304","222976","1154","227434","Included"
"2025-09-02T23:33:03.330Z","pro-free-trial","gpt-5","No","0","1523","218496","1602","221621","Included"
"2025-09-02T23:31:45.361Z","pro-free-trial","gpt-5","No","0","1618","323712","722","326052","Included"
"2025-09-02T23:27:14.120Z","pro-free-trial","gpt-5","No","0","96978","631936","3331","732245","Included"
"2025-09-02T23:21:57.732Z","pro-free-trial","gpt-5","No","0","72117","93184","2374","167675","Included"
"2025-09-02T23:13:34.889Z","Errored, Not Charged","auto","No","50907","0","3016540","10506","3077953","Included"
"2025-09-02T23:11:21.751Z","pro-free-trial","auto","No","105464","0","1877637","2203","1985304","Included"
"2025-09-02T23:11:03.272Z","pro-free-trial","auto","No","1180","0","75221","689","77090","Included"
"2025-09-02T23:08:53.519Z","Errored, Not Charged","auto","No","130437","38332","2044522","4180","2217471","Included"
"2025-09-02T23:06:32.841Z","pro-free-trial","auto","No","5635","0","677084","1470","684189","Included"
"2025-09-02T23:05:12.064Z","Errored, Not Charged","auto","No","5485","0","317663","858","324006","Included"
"2025-09-02T23:03:46.795Z","pro-free-trial","auto","No","3663","0","328073","833","332569","Included"
"2025-09-02T23:02:49.274Z","pro-free-trial","auto","No","3945","0","302835","1246","308026","Included"
"2025-09-02T23:01:42.659Z","pro-free-trial","auto","No","6170","0","312442","3064","321676","Included"
"2025-09-02T23:00:13.935Z","pro-free-trial","auto","No","2135","0","7932","2118","12185","Included"
"2025-09-02T22:58:19.679Z","pro-free-trial","auto","No","5492","0","1373279","1450","1380221","Included"
"2025-09-02T22:54:11.281Z","pro-free-trial","auto","No","4852","0","1298185","2310","1305347","Included"
"2025-09-02T22:52:52.824Z","pro-free-trial","auto","No","5152","0","1317780","1739","1324671","Included"
"2025-09-02T22:50:36.567Z","pro-free-trial","auto","No","10720","0","989806","2124","1002650","Included"
"2025-09-02T22:46:37.267Z","pro-free-trial","auto","No","6276","0","1006535","3768","1016579","Included"
"2025-09-02T22:45:53.346Z","Errored, Not Charged","auto","No","3488","0","650161","1307","654956","Included"
"2025-09-02T22:42:59.246Z","pro-free-trial","auto","No","28015","0","692033","10977","731025","Included"
"2025-09-02T22:42:15.208Z","pro-free-trial","auto","No","5157","0","884267","2419","891843","Included"
"2025-09-02T22:41:01.117Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-02T22:39:23.627Z","pro-free-trial","auto","No","5145","0","1064039","2059","1071243","Included"
"2025-09-02T22:38:14.664Z","pro-free-trial","auto","No","5464","0","629860","2181","637505","Included"
"2025-09-02T22:36:18.884Z","pro-free-trial","auto","No","7851","0","1116699","2279","1126829","Included"
"2025-09-02T22:32:37.133Z","pro-free-trial","auto","No","3988","0","444311","923","449222","Included"
"2025-09-02T22:31:44.665Z","pro-free-trial","auto","No","12625","0","29880","475","42980","Included"
"2025-09-02T22:30:55.259Z","pro-free-trial","auto","No","41245","0","84557","200","126002","Included"
"2025-09-02T22:28:01.675Z","pro-free-trial","auto","No","19995","0","1088470","3776","1112241","Included"
"2025-09-02T22:25:28.107Z","pro-free-trial","auto","No","7866","0","120140","1028","129034","Included"
"2025-09-02T22:24:54.580Z","pro-free-trial","auto","No","769","0","39893","280","40942","Included"
"2025-09-02T22:23:28.931Z","pro-free-trial","auto","No","5833","0","94769","778","101380","Included"
"2025-09-02T22:19:29.918Z","pro-free-trial","auto","No","13238","0","3241298","4790","3259326","Included"
"2025-09-02T22:15:33.248Z","pro-free-trial","auto","No","8179","0","3002924","2502","3013605","Included"
"2025-09-02T22:12:26.434Z","pro-free-trial","auto","No","13963","0","3096732","3304","3113999","Included"
"2025-09-02T22:08:49.018Z","pro-free-trial","auto","No","14452","0","3012702","4155","3031309","Included"
"2025-09-02T22:06:35.954Z","pro-free-trial","auto","No","9752","0","1490183","2222","1502157","Included"
"2025-09-02T22:03:36.908Z","pro-free-trial","auto","No","44204","0","1835339","2645","1882188","Included"
"2025-09-02T21:58:46.482Z","pro-free-trial","auto","No","64554","97588","3529619","24580","3716341","Included"
"2025-09-02T21:58:33.194Z","pro-free-trial","auto","No","9231","0","1400191","2231","1411653","Included"
"2025-09-02T21:54:58.579Z","pro-free-trial","auto","No","12093","0","30881","499","43473","Included"
"2025-09-02T21:47:51.282Z","pro-free-trial","auto","No","1334","0","202593","320","204247","Included"
"2025-09-02T21:47:10.393Z","pro-free-trial","auto","No","6790","0","382198","525","389513","Included"
"2025-09-02T21:41:40.705Z","pro-free-trial","auto","No","51290","0","1809490","8878","1869658","Included"
"2025-09-02T21:39:18.555Z","Errored, Not Charged","auto","No","21353","0","160947","1861","184161","Included"
"2025-09-02T21:33:16.912Z","pro-free-trial","auto","No","3730","23764","873120","1865","902479","Included"
"2025-09-02T21:31:32.532Z","pro-free-trial","auto","No","5491","0","1570157","1250","1576898","Included"
"2025-09-02T21:29:18.573Z","Errored, Not Charged","auto","No","3986","0","277398","148","281532","Included"
"2025-09-02T21:28:08.702Z","pro-free-trial","auto","No","4709","0","648106","2639","655454","Included"
"2025-09-02T21:25:53.308Z","pro-free-trial","auto","No","1360","19159","61469","1092","83080","Included"
"2025-09-02T21:23:02.670Z","pro-free-trial","auto","No","54368","0","708955","2201","765524","Included"
"2025-09-02T21:20:52.009Z","pro-free-trial","auto","No","1321","0","105903","127","107351","Included"
"2025-09-02T21:17:22.312Z","pro-free-trial","auto","No","16648","0","1084967","4228","1105843","Included"
"2025-09-02T21:15:43.626Z","Errored, Not Charged","auto","No","1673","0","277737","605","280015","Included"
"2025-09-02T21:13:32.134Z","Errored, Not Charged","auto","No","2357","0","326380","614","329351","Included"
"2025-09-02T21:12:09.358Z","Errored, Not Charged","auto","No","562","0","30877","184","31623","Included"
"2025-09-02T21:07:42.925Z","pro-free-trial","auto","No","7788","0","419169","2142","429099","Included"
"2025-09-02T21:06:35.898Z","pro-free-trial","auto","No","1623","0","66537","941","69101","Included"
"2025-09-02T21:01:10.159Z","pro-free-trial","auto","No","14391","0","339322","3044","356757","Included"
"2025-09-02T20:46:05.346Z","Errored, Not Charged","auto","No","1173","0","199766","131","201070","Included"
"2025-09-02T20:22:56.901Z","pro-free-trial","auto","No","92389","0","7801951","16722","7911062","Included"
"2025-09-02T20:15:08.467Z","pro-free-trial","auto","No","1648","0","303879","447","305974","Included"
"2025-09-02T20:09:46.834Z","pro-free-trial","auto","No","4667","0","392722","713","398102","Included"
"2025-09-02T20:09:37.447Z","pro-free-trial","auto","No","247","0","95926","287","96460","Included"
"2025-09-02T20:08:12.876Z","Errored, Not Charged","auto","No","2851","0","468997","313","472161","Included"
"2025-09-02T20:06:54.104Z","Errored, Not Charged","auto","No","85181","0","370502","275","455958","Included"
"2025-09-02T19:35:42.896Z","pro-free-trial","auto","No","69420","0","4487552","47296","4604268","Included"
"2025-09-02T19:33:27.915Z","pro-free-trial","auto","No","59416","0","342530","4791","406737","Included"
"2025-09-02T19:17:18.973Z","pro-free-trial","auto","No","42875","0","7114","62","50051","Included"
"2025-09-02T19:12:10.513Z","pro-free-trial","auto","No","40836","82514","112194","6455","241999","Included"
"2025-09-02T19:08:38.382Z","pro-free-trial","auto","No","3366","0","1216342","687","1220395","Included"
"2025-09-02T18:59:07.888Z","pro-free-trial","auto","No","0","0","0","0","0","Included"
"2025-09-02T18:58:45.422Z","pro-free-trial","auto","No","196","0","95909","361","96466","Included"
"2025-09-02T18:58:20.493Z","pro-free-trial","auto","No","282","0","95628","173","96083","Included"
"2025-09-02T18:55:28.740Z","Errored, Not Charged","auto","No","5342","0","90287","0","95629","Included"
"2025-09-02T18:52:35.682Z","pro-free-trial","auto","No","2707","0","1006067","812","1009586","Included"
"2025-09-02T18:51:46.467Z","Errored, Not Charged","auto","No","1808","0","535204","522","537534","Included"
"2025-09-02T18:50:48.881Z","pro-free-trial","auto","No","6486","0","344510","778","351774","Included"
"2025-09-02T18:48:28.743Z","pro-free-trial","auto","No","2225","0","743433","799","746457","Included"
"2025-09-02T18:48:01.345Z","Errored, Not Charged","auto","No","723","0","80872","63","81658","Included"
"2025-09-02T18:46:44.450Z","pro-free-trial","auto","No","621","0","80252","624","81497","Included"
"2025-09-02T18:46:10.648Z","pro-free-trial","auto","No","560","0","79693","529","80782","Included"
"2025-09-02T18:45:41.124Z","pro-free-trial","auto","No","3583","0","76111","465","80159","Included"
"2025-09-02T18:41:36.063Z","pro-free-trial","auto","No","3274","0","617508","705","621487","Included"
"2025-09-02T18:40:14.596Z","Errored, Not Charged","auto","No","4967","0","652679","1479","659125","Included"
"2025-09-02T18:38:56.727Z","pro-free-trial","auto","No","3669","0","346880","317","350866","Included"
"2025-09-02T18:37:07.211Z","pro-free-trial","auto","No","2999","0","405643","493","409135","Included"
"2025-09-02T18:36:15.741Z","Errored, Not Charged","auto","No","2803","0","386874","442","390119","Included"
"2025-09-02T18:35:53.572Z","pro-free-trial","auto","No","863","0","125768","379","127010","Included"
"2025-09-02T18:35:00.615Z","pro-free-trial","auto","No","2953","0","243738","694","247385","Included"
"2025-09-02T18:33:53.842Z","pro-free-trial","auto","No","1144","0","177012","450","178606","Included"
"2025-09-02T18:33:05.455Z","pro-free-trial","auto","No","1475","0","172999","622","175096","Included"
"2025-09-02T18:32:11.593Z","pro-free-trial","auto","No","2825","0","222904","386","226115","Included"
"2025-09-02T18:30:55.128Z","pro-free-trial","auto","No","922","0","161389","450","162761","Included"
"2025-09-02T18:28:01.126Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-02T18:27:21.422Z","pro-free-trial","auto","No","1153","0","104494","487","106134","Included"
"2025-09-02T18:26:32.330Z","pro-free-trial","auto","No","3188","0","251113","2427","256728","Included"
"2025-09-02T18:26:17.062Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-02T18:24:51.217Z","pro-free-trial","auto","No","6800","0","86708","2153","95661","Included"
"2025-09-02T18:24:12.667Z","pro-free-trial","auto","No","5489","0","81269","1691","88449","Included"
"2025-09-02T18:23:51.861Z","Errored, Not Charged","auto","No","357","0","38807","1578","40742","Included"
"2025-09-02T18:23:06.918Z","pro-free-trial","auto","No","4155","0","108624","1952","114731","Included"
"2025-09-02T18:22:20.339Z","pro-free-trial","auto","No","1778","0","67010","265","69053","Included"
"2025-09-02T18:21:37.598Z","pro-free-trial","auto","No","15439","0","146455","1208","163102","Included"
"2025-09-02T18:18:12.477Z","pro-free-trial","auto","No","14225","363","286382","5871","306841","Included"
"2025-09-02T18:16:17.657Z","pro-free-trial","auto","No","10258","0","111402","894","122554","Included"
"2025-09-02T18:15:25.437Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-02T18:13:37.009Z","pro-free-trial","auto","No","12939","0","1248487","2899","1264325","Included"
"2025-09-02T18:10:20.360Z","pro-free-trial","auto","No","21881","0","2047947","8551","2078379","Included"
"2025-09-02T18:06:07.100Z","pro-free-trial","auto","No","29992","0","1497068","2173","1529233","Included"
"2025-09-02T18:03:39.782Z","pro-free-trial","auto","No","55727","0","1127234","3445","1186406","Included"
"2025-09-02T18:02:27.741Z","pro-free-trial","auto","No","6487","0","319141","425","326053","Included"
"2025-09-02T18:02:01.353Z","pro-free-trial","auto","No","5232","0","200006","373","205611","Included"
"2025-09-02T17:59:46.525Z","pro-free-trial","auto","No","10537","0","562173","2008","574718","Included"
